date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:54:19	66782/66782	---M--	200	added ('OK')	text/html	etag:%22104de-58739f4f2ed00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index2.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/index2.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:20	73046/73046	---M--	200	added ('OK')	text/html	etag:%2211d56-58739f56cff00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index3.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/index3.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:21	74327/74327	---M--	200	added ('OK')	text/html	etag:%2212257-58739f6612300%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index4.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/index4.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:23	74030/74030	---M--	200	added ('OK')	text/html	etag:%221212e-58739f6db3500%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index5.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/index5.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:25	54761/54761	---M--	200	added ('OK')	text/html	etag:%22d5e9-5873a3388a780%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/instructor-home.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/instructor-home.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:27	33389/33389	---M--	200	added ('OK')	text/html	etag:%22826d-5873a03bb1b00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/about.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/about.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:27	33731/33731	---M--	200	added ('OK')	text/html	etag:%2283c3-5873a0416a880%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/about2.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/about2.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:29	33296/33296	---M--	200	added ('OK')	text/html	etag:%228210-5873a0453b180%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/about3.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/about3.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:29	30217/30217	---M--	200	added ('OK')	text/html	etag:%227609-5873a0bb7c880%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/blog.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/blog.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:31	38989/38989	---M--	200	added ('OK')	text/html	etag:%22984d-5873a04af3f00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/blog-details.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/blog-details.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:33	33889/33889	---M--	200	added ('OK')	text/html	etag:%228461-5873a1a9e7b00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/teachers.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/teachers.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:34	32968/32968	---M--	200	added ('OK')	text/html	etag:%2280c8-5873a2f999300%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/teachers-without-filter.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/teachers-without-filter.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:35	28788/28788	---M--	200	added ('OK')	text/html	etag:%227074-5873a1911c080%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/teachers-single.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/teachers-single.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:35	24588/24588	---M--	200	added ('OK')	text/html	etag:%22600c-5873a11eab280%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/contact.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/contact.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:36	26415/26415	---M--	200	added ('OK')	text/html	etag:%22672f-5873a146b9100%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/gallery.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/gallery.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:37	26406/26406	---M--	200	added ('OK')	text/html	etag:%226726-5873a14c71e80%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/gallery2.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/gallery2.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:38	27400/27400	---M--	200	added ('OK')	text/html	etag:%226b08-5873a15042780%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/gallery3.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/gallery3.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:39	22172/22172	---M--	200	added ('OK')	text/html	etag:%22569c-5873a13776d00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/error-404.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/error-404.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:41	39881/39881	---M--	200	added ('OK')	text/html	etag:%229bc9-5873a17668180%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/shop.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/shop.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:42	39491/39491	---M--	200	added ('OK')	text/html	etag:%229a43-5873a1690e200%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/shop-details.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/shop-details.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:43	26723/26723	---M--	200	added ('OK')	text/html	etag:%226863-5873a11521c00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/cart.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/cart.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:44	28203/28203	---M--	200	added ('OK')	text/html	etag:%226e2b-5873a11ada980%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/checkout.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/checkout.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:45	37834/37834	---M--	200	added ('OK')	text/html	etag:%2293ca-5873a12ded680%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/courses.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/courses.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:47	38775/38775	---M--	200	added ('OK')	text/html	etag:%229777-5873a131bdf80%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/courses2.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/courses2.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:47	50295/50295	---M--	200	added ('OK')	text/html	etag:%22c477-5873a12464000%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/courses-details.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/courses-details.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:49	67435/67435	---M--	200	added ('OK')	text/html	etag:%221076b-5873a12834900%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/courses-details2.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/courses-details2.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:51	38362/38362	---M--	200	added ('OK')	text/html	etag:%2295da-5873a14100380%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/events.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/events.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:54:53	34600/34600	---M--	200	added ('OK')	text/html	etag:%228728-5873a13d2fa80%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/events-details.html	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/events-details.html	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:11	93002/93002	---M--	200	added ('OK')	image/jpeg	etag:%2216b4a-56aa7b0180480%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/about/about.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/about/about.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:17	41991/41991	---M--	200	added ('OK')	image/jpeg	etag:%22a407-5645cb5f42b00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/courses/1.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/courses/1.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:17	23666/23666	---M--	200	added ('OK')	image/jpeg	etag:%225c72-5645cb6ab4600%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/courses/2.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/courses/2.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:21	23880/23880	---M--	200	added ('OK')	image/jpeg	etag:%225d48-5645cb7626100%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/courses/3.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/courses/3.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:23	31380/31380	---M--	200	added ('OK')	image/jpeg	etag:%227a94-5648872171b00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/events/1.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/events/1.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:24	27702/27702	---M--	200	added ('OK')	image/jpeg	etag:%226c36-5648872afb180%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/events/2.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/events/2.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:25	52314/52314	---M--	200	added ('OK')	image/jpeg	etag:%22cc5a-56b6e621a0400%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/counter/1.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/counter/1.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:26	24297/24297	---M--	200	added ('OK')	image/jpeg	etag:%225ee9-564887366cc80%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/events/3.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/events/3.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:26	19991/19991	---M--	200	added ('OK')	image/jpeg	etag:%224e17-56489c3555580%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/team/1.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/team/1.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:29	29661/29661	---M--	200	added ('OK')	image/jpeg	etag:%2273dd-56489c40c7080%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/team/2.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/team/2.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:29	26927/26927	---M--	200	added ('OK')	image/jpeg	etag:%22692f-56489c4a50700%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/team/3.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/team/3.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:34	53476/53476	---M--	200	added ('OK')	image/jpeg	etag:%22d0e4-5649a0ae3dd80%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/blog/1.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/blog/1.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:36	12597/12597	---M--	200	added ('OK')	image/jpeg	etag:%223135-5649c0e3b5b00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/products/1.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/products/1.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:39	15072/15072	---M--	200	added ('OK')	image/jpeg	etag:%223ae0-5649b6d0f9700%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/products/2.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/products/2.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:42	10441/10441	---M--	200	added ('OK')	image/jpeg	etag:%2228c9-5649b6e5f4880%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/products/4.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/products/4.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:43	4198/4198	---M--	200	added ('OK')	image/jpeg	etag:%221066-5616ee40e6a00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/testimonial/1.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/testimonial/1.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:44	114842/114842	---M--	200	added ('OK')	image/jpeg	etag:%221c09a-56b6d39083600%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/blog/2.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/blog/2.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:44	4491/4491	---M--	200	added ('OK')	image/jpeg	etag:%22118b-5616ee7defa00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/testimonial/2.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/testimonial/2.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:44	93377/93377	---M--	200	added ('OK')	image/jpeg	etag:%2216cc1-56b6d3fb53200%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/blog/3.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/blog/3.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:44	4222/4222	---M--	200	added ('OK')	image/jpeg	etag:%22107e-5617f66068f00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/testimonial/3.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/testimonial/3.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:45	4574/4574	---M--	200	added ('OK')	image/jpeg	etag:%2211de-5617f6a32ac80%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/testimonial/4.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/testimonial/4.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:45	4043/4043	---M--	200	added ('OK')	image/jpeg	etag:%22fcb-5617f73420280%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/testimonial/5.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/testimonial/5.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:49	24551/24551	---M--	200	added ('OK')	image/png	etag:%225fe7-5649ddd1f1c80%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/partner/1.png	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/partner/1.png	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:49	132012/132012	---M--	200	added ('OK')	image/jpeg	etag:%22203ac-56b6d4feb9600%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/blog/4.jpg	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/blog/4.jpg	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:50	27823/27823	---M--	200	added ('OK')	image/png	etag:%226caf-5649de0389180%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/partner/3.png	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/partner/3.png	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:50	29579/29579	---M--	200	added ('OK')	image/png	etag:%22738b-5649ddeca5b80%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/partner/2.png	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/partner/2.png	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:51	2551/2551	---M--	200	added ('OK')	image/png	etag:%229f7-56aa3e96cfa00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/logo-footer.png	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/logo-footer.png	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:52	2551/2551	---M--	200	added ('OK')	image/png	etag:%229f7-56aa3e96cfa00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/logo-white.png	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/logo-white.png	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:52	23217/23217	---M--	200	added ('OK')	image/png	etag:%225ab1-5649de27c6700%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/partner/5.png	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/partner/5.png	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:52	29579/29579	---M--	200	added ('OK')	image/png	etag:%22738b-5649de14b3a00%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/images/partner/4.png	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/images/partner/4.png	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
17:55:52	15514/15514	---M-Z	200	added ('OK')	application/javascript	etag:%223c9a-5540207423300-gzip%22	http://keenitsolutions.com/products/html/edulearn/edulearn-demo/js/modernizr-2.8.3.min.js	C:/Users/koo_c/Downloads/klc/klc/keenitsolutions.com/products/html/edulearn/edulearn-demo/js/modernizr-2.8.3.min.js	(from http://keenitsolutions.com/products/html/edulearn/edulearn-demo/index.html)
